CPB;TITULO_ORIGINAL;DIRETOR;PAIS_DIRETOR
B1900358600000;BOAS VINDAS - ÁLBUM DE FAMÍLIA - 12ª TEMPORADA;ISABELLA FERNANDES PONCE DE LEON;BRASIL
B1900359000000;NATAL DE CHARLOTTE;LUIZ FILIPE FRATINO;BRASIL
B1900359100000;BALBA - IGNÆTE;DAVID LAGO OBADIA;BRASIL
B1900359200000;A ROTINA TERÁ SEU ENQUANTO;CARLOS ADRIANO JERONIMO DE ROSA;BRASIL
B1900359300000;VÍCIO;MESSIAS GERALDO DOS SANTOS;BRASIL
B1900359400000;UMA VOLTA PELA PRAÇA;ROBERTA FILIZOLA CUSTODIO BARROSO;BRASIL
B1900359600000;DEIXE-SE VIVER;TATIANA LIMA FALCAO;BRASIL
B1900359700000;GRANDE SOL;TATIANA LIMA FALCAO;BRASIL
B1900359800000;ENCARA!;TATIANA LIMA FALCAO;BRASIL
B1900359900000;DIFERENTEMENTE;TATIANA LIMA FALCAO;BRASIL
B1900360000000;TÃO A SÉRIO;TATIANA LIMA FALCAO;BRASIL
B1900360100000;INSÔNIA;ANNA CAROLINA SILVA RAMOS MAUES;BRASIL
B1900360200000;INSTRUÇÕES PARA ABERTURA DO SEGREDO;RODRIGO SOUZA GROTA;BRASIL
B1900360300000;DRAMÁTIKA;GUILHERME ESTEVAN MENEZES PERARO;BRASIL
B1900360300000;DRAMÁTIKA;JACKELINE SEGLIN DOS SANTOS;BRASIL
B1900360300000;DRAMÁTIKA;MARINA STUCHI;BRASIL
B1900360300000;DRAMÁTIKA;RENATO FORIN JUNIOR;BRASIL
B1900360300000;DRAMÁTIKA;RODRIGO SOUZA GROTA;BRASIL
B1900360400000;BARBAS DE MOLHO;EDUARDO JOSE SILVA PADRAO FILHO;BRASIL
B1900360400000;BARBAS DE MOLHO;LEANNDRO ANDRADE AMORIM;BRASIL
B1900360500000;LICENÇA POÉTICA;ILAINE CRISTINA DE MELO;BRASIL
B1900360600000;UM ENSAIO SOBRE A AUSÊNCIA;DEIVID JOSE RODRIGUES;BRASIL
B1900360700000;CAMINHO DE PEDRAS;RODRIGO CESAR MADUREIRA;BRASIL
B1900360900000;TECENDO A VIDA;DOROTEIA WERNER DA SILVA;BRASIL
B1900361000000;À LUZ DE BRUEL;DOROTEIA WERNER DA SILVA;BRASIL
B1900361000000;À LUZ DE BRUEL;SILVIA GABRIELA ALVES DE ALBUQUERQUE QUELUZ;BRASIL
B1900361100000;DESPEDIDAS;PAULO FERNANDO ZANARDINI BUENO;BRASIL
B1900361200000;SOLA;SERGIO ROBERTO VIEIRA MARTINS;BRASIL
B1900361300000;RUÍDO BRANCO;GABRIEL FONSECA SILVA E SOUZA;BRASIL
B1900361600000;HIP HOP MACHINE - 1º TEMPORADA;BRUNO TEIXEIRA MARTINS DA COSTA;BRASIL
B1900361600000;HIP HOP MACHINE - 1º TEMPORADA;LEONARDO GANDELMAN;BRASIL
B1900361700000;NÃO ENCHE;PRISCILLA DA SILVA ROCHA;BRASIL
B1900361800000;ATE O SOL RAIAR;TONI WILLIAM BARBOSA DOS SANTOS;BRASIL
B1900361900000;O QUADRO;MELINA DUARTE LEAL GALANTE;BRASIL
B1900362100000;AME O TUCUNDUBA;ARIELA NAOMI MOTIZUKI;BRASIL
B1900362200000;O REFLEXO DO ABISMO;RAFAEL CESAR DA SILVA;BRASIL
B1900362300000;ENVEREDO;PAULO DOS SANTOS CARDOSO NETO;BRASIL
B1900362300000;ENVEREDO;THABATA VECCHIO;BRASIL
B1900362400000;REALIDADE FRENÉTICA;RONAN DE ANDRADE HORTA DE ALMEIDA;BRASIL
B1900362600000;AFRICA'S SKY;RODRIGO RODRIGUES TOURRUCOO;BRASIL
B1900362800000;MÃE, PRECISAMOS CONVERSAR;MATHEUS TORRES PINHEIRO MAIA;BRASIL
B1900363200000;PROGRAMA BOLSA FAMÍLIA;FABIANO WICHER;BRASIL
B1900363300000;FENDAS;CARLOS ANTONIO DOS SANTOS SEGUNDO;BRASIL
B1900363400000;TARDE PARA MORIR JOVEN;DOMINGA SOTOMAYOR CASTILLO;HOLANDA
B1900363500000;QUAL É SEU NOME;LUIS CLAUDIO DA CUNHA MELO;BRASIL
B1900363600000;MARÉS;JOAO PAULO MAIA PROCOPIO TORRES;BRASIL
B1900363700000;CONTA COMIGO;ALESSANDRO MONNERAT MIRANDA DE OLIVEIRA;BRASIL
B1900363700000;CONTA COMIGO;ANDRES MAURICIO LIEBAN;BRASIL
B1900363800000;VÍDEO CLIPE - O SOPRO DA JIBOIA;MAICON SAMUEL TROVAO;BRASIL
B1900364100000;ARAÇATUBA DEPOIS DA MEIA-NOITE - UM DOCUMENTÁRIO SOBRE O ROCK;RENATO DE OLIVEIRA COSTA;BRASIL
B1900364200000;DORNELÂNDIA;MURILO GUIMARAES ROMAO;BRASIL
B1900364300000;DE VOLTA AO PASSADO;DIEGO DE JESUS;BRASIL
B1900364400000;A MULHER QUE EU ERA;KAREN SUZANE SILVA;BRASIL
B1900364600000;PAPERMAZE;CAIO MONTANARI RAMOS;BRASIL
B1900364600000;PAPERMAZE;MARCOS NOVAES CERAVOLO;BRASIL
B1900364700000;SOLANDO SP - PATRICIA COELHO;LUAN CARDOSO DE CARVALHO;BRASIL
B1900364800000;CORAGEM - REMIX DJ ZÉ PEDRO - PATRICIA COELHO;LUAN CARDOSO DE CARVALHO;BRASIL
B1900364900000;REPARA EM MIM;RODRIGO CESAR MADUREIRA;BRASIL
B1900365000000;ROBERTA CAMPOS - O QUE É O AMOR;PEDRO TRE HANSEN;BRASIL
B1900365200000;MUSEU ENTRE TEMPOS;BRUNO DE CASTRO CARDOSO;BRASIL
B1900365200000;MUSEU ENTRE TEMPOS;MARIANA PEDROSA MITRE;BRASIL
B1900365300000;DANCE PARADISE - 6° TEMPORADA;PAOLA DUARTE DE MATTOS;BRASIL
B1900365400000;ABRAÇO;MATHEUS SANTA RITA DOS SANTOS;BRASIL
B1900365500000;AMNIOGÊNESE;ROSE FRANCE DE FARIAS PANET;BRASIL
B1900365600000;OS TIRANOS NÃO PASSEIAM;GUILHERME ESTEVAN MENEZES PERARO;BRASIL
B1900365800000;BRASIL SELVAGEM: BIOMAS;CRISTIAN DIMITRIUS GOMES DA SILVA;BRASIL
B1900366000000;CASA DO POVO;CLARA ISABEL DIAS E HERNANDEZ BORBA;BRASIL
B1900366000000;CASA DO POVO;PEDRO MENCONI PETRICHE;BRASIL
B1900366600000;A VIDA INVISÍVEL;KARIM AINOUZ;BRASIL
B1900366700000;MANDO EU;CELINA MENEGALE BARBI;BRASIL
B1900366800000;502- 2ª TEMPORADA;HELENA AZEVEDO DE CASTRO;BRASIL
B1900366900000;VIGIA;JOAO VICTOR DE CASTRO BARBOSA BORGES;BRASIL
B1900367000000;REBELDIA;ADRIANO NOGUEIRA CORTES;BRASIL
B1900367300000;FILHAS DE LAVADEIRAS;EDILEUZA PENHA DE SOUZA;BRASIL
B1900367400000;BERENICE E A FUNDAÇÃO DA MÚSICA;RAFAEL CONDE DE RESENDE;BRASIL
B1900367500000;TIEE - QUEM;MORACY JACQUES JUNIOR;BRASIL
B1900367600000;TIEE - COR DE BRIGADEIRO;MORACY JACQUES JUNIOR;BRASIL
B1900367700000;QUANDO O CIRCO PEGA FOGO;ANA BEATRIZ PEREIRA ALVES;BRASIL
B1900367800000;E O QUE A GENTE FAZ AGORA?;MARINA PONTES;BRASIL
B1900367900000;TULIPA RUIZ - PEDRINHO;FABIO LAMOUNIER CAPANEMA;BRASIL
B1900367900000;TULIPA RUIZ - PEDRINHO;PEDRO HENRIQUE DE FRANCA FERNANDES DA SILVA;BRASIL
B1900367900000;TULIPA RUIZ - PEDRINHO;RODRIGO ABDO LADEIRA;BRASIL
B1900368000000;FIO DA MEADA;SILVIO TENDLER;BRASIL
B1900368100000;JORGE;JEFFERSON DE SOUZA VASCONCELOS;BRASIL
B1900368200000;TREZE HORAS;MARCO ANTONIO SILVA CHAGAS;BRASIL
B1900368300000;A ERA DE LAREOKOTÔ;MARIA RITA VALADAO CARELLI;BRASIL
B1900368400000;DESAFIO ILHA GRANDE;ANGELICA DE OLIVEIRA MELO;BRASIL
B1900369000000;RESSURREIÇÃO;OTTO GUERRA NETTO;BRASIL
B1900369100000;JACINTO;ANTONIO LEOTE ARRAES DE ALENCAR;BRASIL
B1900369200000;SUBMERSO;ELISA MONASTERIO LACERDA DA SILVA;BRASIL
B1900369200000;SUBMERSO;GABRIEL BAZILIO FERREIRA;BRASIL
B1900369200000;SUBMERSO;ISABELA MOREIRA DE AZEVEDO;BRASIL
B1900369300000;TÁ NA MESA;LIGIA APARECIDA FELICIANO;BRASIL
B1900369300000;TÁ NA MESA;RICARDO DE AGUIAR ARANHA OSTROWER;BRASIL
B1900369300000;TÁ NA MESA;SHEILA LIE KOMURA;BRASIL
B1900369400000;SENTA COM SUAS AMIGAS;GLAUCO BARBOZA PIMENTEL;BRASIL
B1900369500000;AUTONOMIA;GABRIEL BAZILIO FERREIRA;BRASIL
B1900369500000;AUTONOMIA;ISABELA MOREIRA DE AZEVEDO;BRASIL
B1900369600000;DE MUITO LONGE;FERNANDO LIMA TORRES;BRASIL
B1900369700000;ESPELHO MEU;WILSON DUARTE BRANDAO NETO;BRASIL
B1900369800000;VANESSINHA;RUAN BALBINO COUL CRUZ JOSH CORDEIRO;BRASIL
B1900369900000;FALA COMIGO!;PATRICIA MARQUES EVANGELISTA;BRASIL
B1900370000000;O LUTADOR IMBATÍVEL;JOAO ALVES TAIOBA;BRASIL
B1900370000000;O LUTADOR IMBATÍVEL;VALMIR DOS SANTOS LEMOS;BRASIL
B1900370000000;O LUTADOR IMBATÍVEL;ZEZE DICAMARGO SOUSA DE OLIVEIRA;BRASIL
B1900370100000;ROSA MARROM;VICTOR ALVES VIVAS;BRASIL
B1900370200000;PARTILHA;CORACI BARTMAN RUIZ;BRASIL
B1900370200000;PARTILHA;JULIO DE MATOS LIMA;BRASIL
B1900370300000;TERAPIA;DIEGO D ASCHERI RAMIREZ BAZAN;BRASIL
B1900370400000;LINHA TENUE - TRANSTORNOS DA MENTE;ANDERSON DOS SANTOS CORREA;BRASIL
B1900370600000;OLHOS PRESCRITOS;GIAN FELIPE BERNARDES;BRASIL
B1900370600000;OLHOS PRESCRITOS;LUCCA SIMONETI PACIOS;BRASIL
B1900370600000;OLHOS PRESCRITOS;VINICIUS ARAUJO TEODORO;BRASIL
B1900370700000;FLEX CASH;MURILLO MOREIRA RIBEIRO;Não Informado
B1900370800000;LOUCO POR VIAGENS - 3ª TEMPORADA;AMANDA ALVES FRANCISCO;BRASIL
B1900370800000;LOUCO POR VIAGENS - 3ª TEMPORADA;ROGERIO MARTINS ENACHEV;BRASIL
B1900370900000;O RETRATO;FABIO ALENCAR DE CARVALHO;BRASIL
B1900371000000;A VISITA;FABIO ALENCAR DE CARVALHO;BRASIL
B1900371100000;ALIMENTANDO O MUNDO;OTAVIO CHAMORRO MENDOZA;BRASIL
B1900371200000;CIDADE DUAL;LEONARDO AYRES FURTADO;BRASIL
B1900371300000;A CIDADE DO FUTURO TV;CLAUDIO MARCIO PEREIRA COSTA MARQUES;BRASIL
B1900371300000;A CIDADE DO FUTURO TV;MARILIA HUGHES GUERREIRO COSTA;BRASIL
B1900371400000;MEIO FILME DE FAMÍLIA. MEIO FILME DE VIAGEM.;PEDRO TAREK RIERA DE EMLEH;BRASIL
B1900371500000;TRAMPO ZIKA;LUCAS MACIEL SANTOS;BRASIL
B1900372000000;RUÍDO NEGRO;VLADIMIR PEREIRA SEIXAS;BRASIL
B1900372100000;ANTENA DA RAÇA;PALOMA DE MELO E SILVA ROCHA;BRASIL
B1900372200000;VOCÊ É O QUE VOCÊ COME;GLAUBER DA SILVA ALMEIDA;BRASIL
B1900372300000;SONS AFRICANOS;EDUARDO JUNG VIANNA;BRASIL
B1900372400000;APNEIA;CAROLINE APARECIDA DOS SANTOS FERNANDES;BRASIL
B1900372400000;APNEIA;WALKIR RODRIGO FERNANDES;BRASIL
B1900372500000;MONSTRA;FELIPE DIAS LEMOS;BRASIL
B1900372600000;BALBA - ONE MAN ARMY II;DAVID LAGO OBADIA;BRASIL
B1900372700000;NÓS;GABRIELA AZEREDO DOS ANJOS LEITAO FURLAN;BRASIL
B1900372800000;ESPECIAL ARTE 1 SEGUNDA TEMPORADA;GISELE JUNQUEIRA KATO;BRASIL
B1900372800000;ESPECIAL ARTE 1 SEGUNDA TEMPORADA;KARINA GWENDALINE ADES;BRASIL
B1900372800000;ESPECIAL ARTE 1 SEGUNDA TEMPORADA;MARIA SERENA REPETTO UCELLI DI NEMI;BRASIL
B1900372900000;CENTRAL - UM SÉCULO DE PAIXÃO;ULISSES ANTONIO BRANDAO DE SOUZA;BRASIL
B1900373000000;PROGRAMA DA LAYLA;ELIZEU ZEFERINO DOS SANTOS;BRASIL
B1900373000000;PROGRAMA DA LAYLA;JORDANA FUHRMANN PIRES;BRASIL
B1900373100000;SANTOS DUMONT;ESTEVAO CIAVATTA PANTOJA FRANCO;BRASIL
B1900373100000;SANTOS DUMONT;FERNANDO MUNIZ ACQUARONE;BRASIL
B1900373700000;LONG LIVE THE DEAD;BRUNO CIRO DO NASCIMENTO;BRASIL
B1900373800000;FACULDADE DAS RUAS PARTE 2;FERNANDO POLICENO VASCONCELOS DA SILVA;BRASIL
B1900373900000;TERRA DO SEMPRE;CLARISSA VON HUTTEN VIRMOND;BRASIL
B1900374000000;ALÉM FRONTEIRAS;AUGUSTINHO PASKO;BRASIL
B1900374400000;BRASIL DE IMIGRANTES;DAVID LEANDRO VAZ;BRASIL
B1900374400000;BRASIL DE IMIGRANTES;MARIA CAROLINA TELLES;BRASIL
B1900375200000;VENTOS DO BRASIL;ULISSES ANTONIO BRANDAO DE SOUZA;BRASIL
B1900375400000;GUARDAROUPA;PEDRO CARVALHO MURAD;BRASIL
B1900375500000;NERVO;PEDRO BEZERRA JORGE;BRASIL
B1900375500000;NERVO;SABRINA ROBERTA FRANZOI MAROSTICA;BRASIL
B1900375600000;CLASSIC ART`S;WENDELL PAES DE OLIVEIRA;BRASIL
B1900375700000;CARRAPICHO VIRTUAL;ANETTE MARIA RODRIGUES SILVA BENTO OLIVEIRA;BRASIL
B1900375800000;LIVRE PRA VIVER;DANILO LASLO GONCALVES TERRA;BRASIL
B1900375900000;CALMARIA;DIEGO DE ALMEIDA CAPELETTI;BRASIL
B1900376100000;RASTAPÉ - CONTANDO AS HORAS;JOSE MARCUS DA SILVA;BRASIL
B1900376200000;GIGANTE POR NATUREZA;FELIPE JOFFILY;BRASIL
B1900376300000;MOVIMENTO PARA TOD@S;THAIS BRUSCHI MARTINS;BRASIL
B1900376400000;ANZOL;PEDRO CONDE DE ALMEIDA MASCARO E SILVA;BRASIL
B1900376400000;ANZOL;PEDRO OLIVEIRA GALVAO DE ARRUDA;BRASIL
B1900376500000;ANGELA;MARILIA NOGUEIRA SILVEIRA;BRASIL
B1900376600000;RISE;BARBARA WAGNER;BRASIL
B1900376600000;RISE;BENJAMIN DARA BOURKE;ALEMANHA
B1900376700000;MENINO BONITO DO METRO;NATASCHA FALCAO PINHEIRO;BRASIL
B1900376700000;MENINO BONITO DO METRO;RAFAEL DA SILVA;BRASIL
B1900376800000;BOA NOITE;CLARICE SALIBY DE SIMONI;BRASIL
B1900376900000;FILHOS DA TERRA;ULISSES ANTONIO BRANDAO DE SOUZA;BRASIL
B1900377700000;NU GRAU;RONALDO JORGE DA SILVA;BRASIL
B1900377800000;MEDO DE AMAR;RODRIGO FERREIRA GOLA;BRASIL
B1900379100000;DEPOIS DE SER CINZA;EDUARDO WANNMACHER;BRASIL
B1900379400000;RUIVALDO, O HOMEM QUE SALVOU A TERRA;JORGE ROBERTO BODANZKY;BRASIL
B1900379600000;AMNESTIA;SUSANA MARA DA SILVA LIRA;BRASIL
B1900379800000;APÊ;LEONARDO SILVA DE LACERDA JUNIOR;Não Informado
B1900379900000;SIRUMI;THIAGO CAMARGO RAMOS;BRASIL
B1900380000000;VOU NADAR ATÉ VOCÊ;KLAUS WERNER MITTELDORF;BRASIL
B1900380100000;QUANTO TEMPO FAZ;BRUNO PARAGUAY FERNANDES;BRASIL
B1900380100000;QUANTO TEMPO FAZ;CLAUDIO VINICIUS COUTINHO MACEDO;BRASIL
B1900380200000;ITINERÁRIOS DO OLHAR;LAURO ESCOREL DE MORAES FILHO;BRASIL
B1900380300000;FUGA;EDSON FERREIRA DA SILVA JUNIOR;BRASIL
B1900380400000;AMORES MUDOS;PEDRO NASCIMENTO MARTIN;BRASIL
B1900380700000;MAIS UM INSTANTE;PAULO VICTOR FERREIRA MONTEIRO;BRASIL
B1900380900000;AGUNIA;PEDRO VON KRUGER DE FREITAS;BRASIL
B1900381200000;CASA;LETICIA CASTRO SIMOES;BRASIL
B1900381300000;ORQUESTRA DE BRINQUEDOS;LUIS MARIO JOBIM FONTOURA;BRASIL
B1900381300000;ORQUESTRA DE BRINQUEDOS;YANTO DOS SANTOS LAITANO;BRASIL
B1900381400000;FLY;TONI WILLIAM BARBOSA DOS SANTOS;BRASIL
B1900381500000;SEM SEU SANGUE;ALICE FURTADO DE MENDONCA;BRASIL
B1900381800000;O PEQUENO CHUPA-DEDO;EMANUEL VINICIUS DE LAVOR MIRANDA;BRASIL
B1900381800000;O PEQUENO CHUPA-DEDO;PEDRO HENRIQUE XAVIER BUSON;BRASIL
B1900381900000;CHARQUE ATTACK;JULIA ESTEFANY DIAS SOUZA;BRASIL
B1900382000000;FLECHAS;JOANA KAYE FARO LEONZINI;BRASIL
B1900382100000;SINOPSE;FELIPE ABRAHAO SALEME DE SOUZA LIMA;BRASIL
B1900382100000;SINOPSE;LARA KOERICH NEVES;BRASIL
B1900382200000;ESBOÇANDO MIZIARA;GABRIEL HENRIQUE DE PAULA CARNEIRO;BRASIL
B1900382300000;APARECIDA UM MUSICAL;FELIPE WAGNER ALEIXO;BRASIL
B1900382300000;APARECIDA UM MUSICAL;GIANCARLO GIAVONI FURLAI;BRASIL
B1900382400000;NO CAMINHO DAS PEDRAS;MARCO ANTONIO CAMPOS PEREIRA;BRASIL
B1900382500000;MOSTRA O SEU TALENTO;ALLAN MELO DA SILVA;BRASIL
B1900383300000;PARABÉNS A VOCÊ;ANDREIA BOATCHUCK;BRASIL
B1900383400000;EXTRATOS;SINAI MELLO E SILVA SGANZERLA;BRASIL
B1900383800000;BAIANA SYSTEM & TROPKILLAZ - SACI (REMIX);RAFAEL HENRIQUE LOPES KENT;BRASIL
B1900384100000;FORA DE CENA;LUCAS PENA VETEKESKY;BRASIL
B1900384200000;PAGANDO A CONTA;RODRIGO FERREIRA GOLA;BRASIL
B1900384500000;PASSARADA;ROBERTA MOREIRA DITTZ;BRASIL
B1900384600000;NORTRIPTILINA;RAIMUNDO NONATO DE CARVALHO PEREIRA;BRASIL
B1900386300000;O ANDARILHO;GABRIEL LUIZ DA SILVA;BRASIL
B1900386400000;TUDO QUE EU VEJO;DAVI SANTOS DA COSTA MELO;BRASIL
B1900386500000;IRAQUE- RELATOS DO DESERTO;GUILHERME SILVA LIMA;BRASIL
B1900386800000;DIVALDO – O MENSAGEIRO DA PAZ;CLOVIS VIEIRA DE MELLO JUNIOR;BRASIL
B1900386900000;ETELVITO NO MUNDO DOS GEEKS;ROSELAINE ALVES;BRASIL
B1900387000000;TOPA OU NÃO TOPA 2019;MICHAEL ALESSANDRE GOBBO UKSTIN;BRASIL
B1900387100000;OBSOLETO;EDUARDO DE STEFANO MENIN;BRASIL
B1900387300000;ONDE DORMEM OS PÁSSAROS;PAULO FELIPE GALVAO DA SILVA;BRASIL
B1900387400000;CRIANÇA ESPERANÇA 2019;ADRIANO LAZZARINI RICCO;BRASIL
B1900387400000;CRIANÇA ESPERANÇA 2019;ADRIANO PINTO COELHO;BRASIL
B1900387400000;CRIANÇA ESPERANÇA 2019;ANDREZZA CRUZ DE BRITO QUEIROZ;BRASIL
B1900387400000;CRIANÇA ESPERANÇA 2019;ANTONIA DA ROCHA MIRANDA PRADO;BRASIL
B1900387400000;CRIANÇA ESPERANÇA 2019;FERNANDA GIULIANI TELLES RIBEIRO;BRASIL
B1900387400000;CRIANÇA ESPERANÇA 2019;FERNANDA ROCHA VILELA;BRASIL
B1900387400000;CRIANÇA ESPERANÇA 2019;GIOVANNA MACHLINE;BRASIL
B1900387400000;CRIANÇA ESPERANÇA 2019;JOSE MARIANO BONI DE MATHIS;BRASIL
B1900387400000;CRIANÇA ESPERANÇA 2019;ROMI ATARASHI;BRASIL
B1900387400000;CRIANÇA ESPERANÇA 2019;VAGNER MENESES PEREIRA;BRASIL
B1900387600000;QUEM É QUEM?;GABRIEL APARECIDO GOMES DA SILVA;BRASIL
B1900387700000;COLETIVO ACUENDA;GABRIEL LUIZ SANTANA SANTOS;BRASIL
B1900387800000;URUGUAI - NA VANGUARDA;MARCO ANTONIO CAMPOS PEREIRA;BRASIL
B1900387900000;DOBRAS;CRISTIAN DA SILVA BORGES;BRASIL
B1900388000000;TODOS CONTRA O BULLYING;DIOCELIO ADELINO DOS SANTOS;BRASIL
B1900388700000;ZECA;DANIEL AUGUSTO DE CASTRO CALDEIRA;Não Informado
B1900388800000;INVESTIGAÇÃO CRIMINAL - 8ª TEMPORADA;CARLA MARIA ALBUQUERQUE DE SA;BRASIL
B1900388800000;INVESTIGAÇÃO CRIMINAL - 8ª TEMPORADA;ROBERTO RIBEIRO SEVERINO;BRASIL
B1900388900000;INVESTIGAÇÃO CRIMINAL - 9ª TEMPORADA;CARLA MARIA ALBUQUERQUE DE SA;BRASIL
B1900388900000;INVESTIGAÇÃO CRIMINAL - 9ª TEMPORADA;ROBERTO RIBEIRO SEVERINO;BRASIL
B1900389000000;PAIS DE GALES;ANDRE DUARTE RIBEIRO;BRASIL
B1900389100000;O OBSERVADOR;ALEXANDRE DOS REIS DOMINGUES;BRASIL
B1900389200000;QUANDO OS LÍRIOS MORREM;ALEXANDRE DOS REIS DOMINGUES;BRASIL
B1900389300000;VIVER PARA LUTAR - TERCEIRA TEMPORADA;NIKOLAS FONSECA;BRASIL
B1900389300000;VIVER PARA LUTAR - TERCEIRA TEMPORADA;RODRIGO ADOLFO VEIRANO ASTIZ;BRASIL
B1900389400000;INVESTIGAÇÃO CRIMINAL - 7ª TEMPORADA;CARLA MARIA ALBUQUERQUE DE SA;BRASIL
B1900389400000;INVESTIGAÇÃO CRIMINAL - 7ª TEMPORADA;ROBERTO RIBEIRO SEVERINO;BRASIL
B1900389500000;JUNGLE PILOT;JOSE BELISARIO CABO PENNA FRANCA;BRASIL
B1900389500000;JUNGLE PILOT;MARCIA CHIXARO DE FARIA;BRASIL
B1900389600000;GERAÇÕES DA VELA;MARCOS VINICIUS COSTA GUTTMANN;BRASIL
B1900389700000;GAROTA PODEROSA;FRANCISCO MASCARENHAS KERTESZ;BRASIL
B1900389800000;GENI;CECILIA MIGUEL ENGELS;BRASIL
B1900390000000;GLIDING BARNACLES: A CULTURA LOG;BRUNO TESSARI VICENTE CORIOLANO VIRIATO;BRASIL
B1900390100000;ELE ERA ASSIM: ARY BARROSO;ANGELA ZOE MEIRELES SACHETTO;BRASIL
B1900390200000;OS RONI - 2ª TEMPORADA;CESAR EDUARDO RODRIGUES DE SOUZA;BRASIL
B1900390200000;OS RONI - 2ª TEMPORADA;CLAUDIA DA SILVEIRA ALVES;BRASIL
B1900390300000;JAAFAR JACKSON - YOU GOT ME SINGING;MARCOS ROBERTO DE MELLO;BRASIL
B1900390400000;CALLADO;EMILIA ROSA DE ALMEIDA SILVEIRA;BRASIL
B1900390500000;LO RAMMA - VAI NA MORAL;VITOR HUGO LOPES SANTANA;BRASIL
B1900390600000;LO RAMMA - DIANTE DO AMOR;VITOR HUGO LOPES SANTANA;BRASIL
B1900390700000;LO RAMMA - PACTO SOCIAL;VITOR HUGO LOPES SANTANA;BRASIL
B1900390800000;LO RAMMA - ONDAS;VITOR HUGO LOPES SANTANA;BRASIL
B1900391200000;VEIO DE RESISTÊNCIA;ELINALDO JOSE RODRIGUES;BRASIL
B1900391300000;EXPRESSO FUTURO - TERCEIRA TEMPORADA;PAULA VASCONCELOS BUARQUE;BRASIL
B1900391400000;O CORINGA DO CINEMA;SERGIO ROCHA KIELING;BRASIL
B1900391500000;SER FILHA;KARINE DALSIN;BRASIL
B1900391600000;ZORRA TOTAL 2005;FABIO DE SEIXAS GUIMARAES;BRASIL
B1900391600000;ZORRA TOTAL 2005;MARIO MARCIO LEITE BANDARRA;BRASIL
B1900391600000;ZORRA TOTAL 2005;MAURICIO NISENBAUM;BRASIL
B1900392500000;TREME TERRA;AILA DE NAZARE CAMPOS MAGALHAES DA COSTA;BRASIL
B1900392500000;TREME TERRA;LICIA JARDIM AROSTEGUY DA ROSA;BRASIL
B1900392500000;TREME TERRA;ROBERTA KELI DE MIRANDA CARVALHO;BRASIL
B1900392700000;AMOR AOS VINTE ANOS;FELIPE ARROJO POROGER;BRASIL
B1900392700000;AMOR AOS VINTE ANOS;THOMAS ARANTES LOUREIRO;BRASIL
B1900392900000;BERTHA LUTZ - A MULHER NA CARTA DA ONU;AUGUSTO BARRA DO AMARAL;BRASIL
B1900392900000;BERTHA LUTZ - A MULHER NA CARTA DA ONU;TATIANA DUARTE ISSA;BRASIL
B1900393000000;BIPOLAR;LARYSSA GOULART LOUREIRO;BRASIL
B1900393100000;A GRANDE FAMÍLIA - 9ª TEMPORADA;DANIELA BRAGA FRATE;BRASIL
B1900393100000;A GRANDE FAMÍLIA - 9ª TEMPORADA;MAURICIO CHICHARO DE FARIAS;BRASIL
B1900393100000;A GRANDE FAMÍLIA - 9ª TEMPORADA;MIGUEL ARRAES DE ALENCAR FILHO;BRASIL
B1900393200000;RESSACA;LARYSSA GOULART LOUREIRO;BRASIL
B1900393800000;ANJO QUERUBIM;JANAINA LEITE AGUIAR;BRASIL
B1900394000000;O INIMIGO - ALZHEIMER;MURILO APARECIDO AMANCIO;BRASIL
B1900394100000;UMA BOA DOSE DE VERDADE;ALEXANDRE DOS REIS DOMINGUES;BRASIL
B1900394200000;DESCE NAVE MÃE;GUSTAVO DE FREITAS SOARES;BRASIL
B1900394300000;MINIDOCS, DO PALCO PARA O MUNDO - NASHVILLE;CARLOS DE MORAES GAYOTTO ROLIM AFFONSO;BRASIL
B1900394400000;O AMANHÃ;BRUNO PERDIGAO BARBOSA;BRASIL
B1900394400000;O AMANHÃ;LARISSA ABRITTA DA SILVEIRA;BRASIL
B1900394500000;UM CINEMA CALIGRAFICO;SYLVIO GOMES LANNA;BRASIL
B1900394600000;IN MEMORIAM - O ROTEIRO DO GRAVADOR;SYLVIO GOMES LANNA;BRASIL
B1900394700000;KAFÉ - CHAMA (FEAT. GLORIA GROOVE);RAFAEL ALVES COSTA;BRASIL
B1900394800000;IMPUROS;RENE SAMPAIO DE HONORIO FERREIRA;BRASIL
B1900394800000;IMPUROS;TOMAS COELHO DE SANSON PORTELLA;BRASIL
B1900396500000;SOU AMOR;ANDRE HENRIQUE AMPARO;BRASIL
B1900396500000;SOU AMOR;CRISTIANO TORRES AZZI;BRASIL
B1900396600000;FRANCISCO;FRANCISCO TEDDY FALCAO;BRASIL
B1900396700000;EXPERIMENTE - 11° TEMPORADA;RAFAEL MELLIN DE CAMPOS;BRASIL
B1900396700000;EXPERIMENTE - 11° TEMPORADA;RODRIGO VAN DER PUT RAMOS JUBE;BRASIL
B1900396800000;A GRUTA;ARTHUR VINCIPROVA CHIESSE DE ANDRADE;BRASIL
B1900396900000;ORAÇÃO AO CADÁVER DESCONHECIDO;SAVIO NUNES DE SOUSA FERNANDES;BRASIL
B1900397000000;PROJETO CLOSET SP;ALICE LADEIRA AZANHA;BRASIL
